| name                   | title                  | level | facing   | categories      | description                                                                                         | detail                                                                                                                                                                                                | remediation                                                                                | metadata                                                                                                                                                           | cache_key                                                                                                           |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.backup_recovery\` has a foreign key \`backup_recovery_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.                                       | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"backup_recovery","type":"table","schema":"public","fkey_name":"backup_recovery_created_by_fkey","fkey_columns":[17]}                                      | unindexed_foreign_keys_public_backup_recovery_backup_recovery_created_by_fkey                                       |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.blog_post_categories\` has a foreign key \`blog_post_categories_category_id_fkey\` without a covering index. This can lead to suboptimal query performance.                            | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"blog_post_categories","type":"table","schema":"public","fkey_name":"blog_post_categories_category_id_fkey","fkey_columns":[3]}                            | unindexed_foreign_keys_public_blog_post_categories_blog_post_categories_category_id_fkey                            |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.chat_messages\` has a foreign key \`chat_messages_conversation_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"chat_messages","type":"table","schema":"public","fkey_name":"chat_messages_conversation_id_fkey","fkey_columns":[2]}                                      | unindexed_foreign_keys_public_chat_messages_chat_messages_conversation_id_fkey                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.chat_messages\` has a foreign key \`chat_messages_reply_to_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                          | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"chat_messages","type":"table","schema":"public","fkey_name":"chat_messages_reply_to_id_fkey","fkey_columns":[9]}                                          | unindexed_foreign_keys_public_chat_messages_chat_messages_reply_to_id_fkey                                          |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.chat_messages\` has a foreign key \`chat_messages_sender_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                            | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"chat_messages","type":"table","schema":"public","fkey_name":"chat_messages_sender_id_fkey","fkey_columns":[3]}                                            | unindexed_foreign_keys_public_chat_messages_chat_messages_sender_id_fkey                                            |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.compliance_reports\` has a foreign key \`compliance_reports_submitted_by_fkey\` without a covering index. This can lead to suboptimal query performance.                               | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"compliance_reports","type":"table","schema":"public","fkey_name":"compliance_reports_submitted_by_fkey","fkey_columns":[11]}                              | unindexed_foreign_keys_public_compliance_reports_compliance_reports_submitted_by_fkey                               |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.conversation_contexts\` has a foreign key \`conversation_contexts_conversation_id_fkey\` without a covering index. This can lead to suboptimal query performance.                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"conversation_contexts","type":"table","schema":"public","fkey_name":"conversation_contexts_conversation_id_fkey","fkey_columns":[4]}                      | unindexed_foreign_keys_public_conversation_contexts_conversation_contexts_conversation_id_fkey                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.conversations\` has a foreign key \`conversations_admin_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                             | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"conversations","type":"table","schema":"public","fkey_name":"conversations_admin_id_fkey","fkey_columns":[4]}                                             | unindexed_foreign_keys_public_conversations_conversations_admin_id_fkey                                             |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.dividend_payments\` has a foreign key \`dividend_payments_revenue_distribution_id_fkey\` without a covering index. This can lead to suboptimal query performance.                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"dividend_payments","type":"table","schema":"public","fkey_name":"dividend_payments_revenue_distribution_id_fkey","fkey_columns":[2]}                      | unindexed_foreign_keys_public_dividend_payments_dividend_payments_revenue_distribution_id_fkey                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.dividend_payments\` has a foreign key \`dividend_payments_token_holding_id_fkey\` without a covering index. This can lead to suboptimal query performance.                             | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"dividend_payments","type":"table","schema":"public","fkey_name":"dividend_payments_token_holding_id_fkey","fkey_columns":[4]}                             | unindexed_foreign_keys_public_dividend_payments_dividend_payments_token_holding_id_fkey                             |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_assigned_verifier_fkey\` without a covering index. This can lead to suboptimal query performance.  | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_assigned_verifier_fkey","fkey_columns":[4]}  | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_assigned_verifier_fkey  |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_assigned_verifier_fkey1\` without a covering index. This can lead to suboptimal query performance. | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_assigned_verifier_fkey1","fkey_columns":[4]} | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_assigned_verifier_fkey1 |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_document_id_fkey\` without a covering index. This can lead to suboptimal query performance.        | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_document_id_fkey","fkey_columns":[2]}        | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_document_id_fkey        |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.        | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_property_id_fkey","fkey_columns":[12]}       | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_property_id_fkey        |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_requested_by_fkey\` without a covering index. This can lead to suboptimal query performance.       | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_requested_by_fkey","fkey_columns":[3]}       | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_requested_by_fkey       |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.document_verification_requests\` has a foreign key \`document_verification_requests_requested_by_fkey1\` without a covering index. This can lead to suboptimal query performance.      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"document_verification_requests","type":"table","schema":"public","fkey_name":"document_verification_requests_requested_by_fkey1","fkey_columns":[3]}      | unindexed_foreign_keys_public_document_verification_requests_document_verification_requests_requested_by_fkey1      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.escrow_accounts\` has a foreign key \`escrow_accounts_buyer_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                         | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"escrow_accounts","type":"table","schema":"public","fkey_name":"escrow_accounts_buyer_id_fkey","fkey_columns":[3]}                                         | unindexed_foreign_keys_public_escrow_accounts_escrow_accounts_buyer_id_fkey                                         |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.escrow_accounts\` has a foreign key \`escrow_accounts_mediator_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"escrow_accounts","type":"table","schema":"public","fkey_name":"escrow_accounts_mediator_id_fkey","fkey_columns":[13]}                                     | unindexed_foreign_keys_public_escrow_accounts_escrow_accounts_mediator_id_fkey                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.escrow_accounts\` has a foreign key \`escrow_accounts_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"escrow_accounts","type":"table","schema":"public","fkey_name":"escrow_accounts_property_id_fkey","fkey_columns":[5]}                                      | unindexed_foreign_keys_public_escrow_accounts_escrow_accounts_property_id_fkey                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.escrow_accounts\` has a foreign key \`escrow_accounts_seller_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                        | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"escrow_accounts","type":"table","schema":"public","fkey_name":"escrow_accounts_seller_id_fkey","fkey_columns":[4]}                                        | unindexed_foreign_keys_public_escrow_accounts_escrow_accounts_seller_id_fkey                                        |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.escrow_accounts\` has a foreign key \`escrow_accounts_tokenized_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                            | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"escrow_accounts","type":"table","schema":"public","fkey_name":"escrow_accounts_tokenized_property_id_fkey","fkey_columns":[6]}                            | unindexed_foreign_keys_public_escrow_accounts_escrow_accounts_tokenized_property_id_fkey                            |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.feedbacks\` has a foreign key \`feedbacks_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"feedbacks","type":"table","schema":"public","fkey_name":"feedbacks_user_id_fkey","fkey_columns":[2]}                                                      | unindexed_foreign_keys_public_feedbacks_feedbacks_user_id_fkey                                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.financial_reports\` has a foreign key \`financial_reports_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"financial_reports","type":"table","schema":"public","fkey_name":"financial_reports_user_id_fkey","fkey_columns":[2]}                                      | unindexed_foreign_keys_public_financial_reports_financial_reports_user_id_fkey                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.identity_audit_logs\` has a foreign key \`identity_audit_logs_performed_by_fkey\` without a covering index. This can lead to suboptimal query performance.                             | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"identity_audit_logs","type":"table","schema":"public","fkey_name":"identity_audit_logs_performed_by_fkey","fkey_columns":[11]}                            | unindexed_foreign_keys_public_identity_audit_logs_identity_audit_logs_performed_by_fkey                             |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.inspections\` has a foreign key \`inspections_agent_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"inspections","type":"table","schema":"public","fkey_name":"inspections_agent_id_fkey","fkey_columns":[3]}                                                 | unindexed_foreign_keys_public_inspections_inspections_agent_id_fkey                                                 |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.inspections\` has a foreign key \`inspections_conversation_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                          | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"inspections","type":"table","schema":"public","fkey_name":"inspections_conversation_id_fkey","fkey_columns":[5]}                                          | unindexed_foreign_keys_public_inspections_inspections_conversation_id_fkey                                          |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.inspections\` has a foreign key \`inspections_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                              | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"inspections","type":"table","schema":"public","fkey_name":"inspections_property_id_fkey","fkey_columns":[4]}                                              | unindexed_foreign_keys_public_inspections_inspections_property_id_fkey                                              |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.inspections\` has a foreign key \`inspections_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"inspections","type":"table","schema":"public","fkey_name":"inspections_user_id_fkey","fkey_columns":[2]}                                                  | unindexed_foreign_keys_public_inspections_inspections_user_id_fkey                                                  |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_analytics\` has a foreign key \`investment_analytics_tokenized_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                  | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_analytics","type":"table","schema":"public","fkey_name":"investment_analytics_tokenized_property_id_fkey","fkey_columns":[3]}                  | unindexed_foreign_keys_public_investment_analytics_investment_analytics_tokenized_property_id_fkey                  |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_discussions\` has a foreign key \`investment_discussions_parent_id_fkey\` without a covering index. This can lead to suboptimal query performance.                          | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_discussions","type":"table","schema":"public","fkey_name":"investment_discussions_parent_id_fkey","fkey_columns":[4]}                          | unindexed_foreign_keys_public_investment_discussions_investment_discussions_parent_id_fkey                          |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_discussions\` has a foreign key \`investment_discussions_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                            | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_discussions","type":"table","schema":"public","fkey_name":"investment_discussions_user_id_fkey","fkey_columns":[3]}                            | unindexed_foreign_keys_public_investment_discussions_investment_discussions_user_id_fkey                            |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_groups\` has a foreign key \`investment_groups_lead_investor_id_fkey\` without a covering index. This can lead to suboptimal query performance.                             | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_groups","type":"table","schema":"public","fkey_name":"investment_groups_lead_investor_id_fkey","fkey_columns":[5]}                             | unindexed_foreign_keys_public_investment_groups_investment_groups_lead_investor_id_fkey                             |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_groups\` has a foreign key \`investment_groups_tokenized_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                        | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_groups","type":"table","schema":"public","fkey_name":"investment_groups_tokenized_property_id_fkey","fkey_columns":[4]}                        | unindexed_foreign_keys_public_investment_groups_investment_groups_tokenized_property_id_fkey                        |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.investment_tracking\` has a foreign key \`investment_tracking_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                  | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"investment_tracking","type":"table","schema":"public","fkey_name":"investment_tracking_user_id_fkey","fkey_columns":[2]}                                  | unindexed_foreign_keys_public_investment_tracking_investment_tracking_user_id_fkey                                  |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.kyc_documents\` has a foreign key \`kyc_documents_verified_by_fkey\` without a covering index. This can lead to suboptimal query performance.                                          | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"kyc_documents","type":"table","schema":"public","fkey_name":"kyc_documents_verified_by_fkey","fkey_columns":[13]}                                         | unindexed_foreign_keys_public_kyc_documents_kyc_documents_verified_by_fkey                                          |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.land_titles\` has a foreign key \`land_titles_previous_title_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                        | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"land_titles","type":"table","schema":"public","fkey_name":"land_titles_previous_title_id_fkey","fkey_columns":[14]}                                       | unindexed_foreign_keys_public_land_titles_land_titles_previous_title_id_fkey                                        |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.message_reactions\` has a foreign key \`message_reactions_user_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                      | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"message_reactions","type":"table","schema":"public","fkey_name":"message_reactions_user_id_fkey","fkey_columns":[3]}                                      | unindexed_foreign_keys_public_message_reactions_message_reactions_user_id_fkey                                      |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.messages\` has a foreign key \`messages_attachment_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"messages","type":"table","schema":"public","fkey_name":"messages_attachment_id_fkey","fkey_columns":[11]}                                                 | unindexed_foreign_keys_public_messages_messages_attachment_id_fkey                                                  |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.messages\` has a foreign key \`messages_property_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"messages","type":"table","schema":"public","fkey_name":"messages_property_id_fkey","fkey_columns":[12]}                                                   | unindexed_foreign_keys_public_messages_messages_property_id_fkey                                                    |
| unindexed_foreign_keys | Unindexed foreign keys | INFO  | EXTERNAL | ["PERFORMANCE"] | Identifies foreign key constraints without a covering index, which can impact database performance. | Table \`public.messages\` has a foreign key \`messages_reply_to_id_fkey\` without a covering index. This can lead to suboptimal query performance.                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys | {"name":"messages","type":"table","schema":"public","fkey_name":"messages_reply_to_id_fkey","fkey_columns":[10]}                                                   | unindexed_foreign_keys_public_messages_messages_reply_to_id_fkey                                                    |
